event_number,number_hits,hit_1_chamber,hit_1_layer,hit_1_xleft,hit_1_xright,hit_2_chamber,hit_2_layer,hit_2_xleft,hit_2_xright,hit_3_chamber,hit_3_layer,hit_3_xleft,hit_3_xright,hit_4_chamber,hit_4_layer,hit_4_xleft,hit_4_xright,hit_5_chamber,hit_5_layer,hit_5_xleft,hit_5_xright,hit_6_chamber,hit_6_layer,hit_6_xleft,hit_6_xright,hit_7_chamber,hit_7_layer,hit_7_xleft,hit_7_xright,hit_8_chamber,hit_8_layer,hit_8_xleft,hit_8_xright,hit_9_chamber,hit_9_layer,hit_9_xleft,hit_9_xright,hit_10_chamber,hit_10_layer,hit_10_xleft,hit_10_xright,hit_11_chamber,hit_11_layer,hit_11_xleft,hit_11_xright,hit_12_chamber,hit_12_layer,hit_12_xleft,hit_12_xright,hit_13_chamber,hit_13_layer,hit_13_xleft,hit_13_xright,hit_14_chamber,hit_14_layer,hit_14_xleft,hit_14_xright,hit_15_chamber,hit_15_layer,hit_15_xleft,hit_15_xright,hit_16_chamber,hit_16_layer,hit_16_xleft,hit_16_xright,hit_17_chamber,hit_17_layer,hit_17_xleft,hit_17_xright,hit_18_chamber,hit_18_layer,hit_18_xleft,hit_18_xright,hit_19_chamber,hit_19_layer,hit_19_xleft,hit_19_xright,hit_20_chamber,hit_20_layer,hit_20_xleft,hit_20_xright,hit_21_chamber,hit_21_layer,hit_21_xleft,hit_21_xright,hit_22_chamber,hit_22_layer,hit_22_xleft,hit_22_xright,hit_23_chamber,hit_23_layer,hit_23_xleft,hit_23_xright,hit_24_chamber,hit_24_layer,hit_24_xleft,hit_24_xright,hit_25_chamber,hit_25_layer,hit_25_xleft,hit_25_xright,hit_26_chamber,hit_26_layer,hit_26_xleft,hit_26_xright,hit_27_chamber,hit_27_layer,hit_27_xleft,hit_27_xright,hit_28_chamber,hit_28_layer,hit_28_xleft,hit_28_xright,hit_29_chamber,hit_29_layer,hit_29_xleft,hit_29_xright,hit_30_chamber,hit_30_layer,hit_30_xleft,hit_30_xright,hit_31_chamber,hit_31_layer,hit_31_xleft,hit_31_xright,hit_32_chamber,hit_32_layer,hit_32_xleft,hit_32_xright,hit_33_chamber,hit_33_layer,hit_33_xleft,hit_33_xright,hit_34_chamber,hit_34_layer,hit_34_xleft,hit_34_xright,hit_35_chamber,hit_35_layer,hit_35_xleft,hit_35_xright,hit_36_chamber,hit_36_layer,hit_36_xleft,hit_36_xright,hit_37_chamber,hit_37_layer,hit_37_xleft,hit_37_xright,hit_38_chamber,hit_38_layer,hit_38_xleft,hit_38_xright,hit_39_chamber,hit_39_layer,hit_39_xleft,hit_39_xright,hit_40_chamber,hit_40_layer,hit_40_xleft,hit_40_xright,hit_41_chamber,hit_41_layer,hit_41_xleft,hit_41_xright,hit_42_chamber,hit_42_layer,hit_42_xleft,hit_42_xright,hit_43_chamber,hit_43_layer,hit_43_xleft,hit_43_xright,hit_44_chamber,hit_44_layer,hit_44_xleft,hit_44_xright,hit_45_chamber,hit_45_layer,hit_45_xleft,hit_45_xright,hit_46_chamber,hit_46_layer,hit_46_xleft,hit_46_xright,hit_47_chamber,hit_47_layer,hit_47_xleft,hit_47_xright,hit_48_chamber,hit_48_layer,hit_48_xleft,hit_48_xright,hit_49_chamber,hit_49_layer,hit_49_xleft,hit_49_xright,hit_50_chamber,hit_50_layer,hit_50_xleft,hit_50_xright,hit_51_chamber,hit_51_layer,hit_51_xleft,hit_51_xright,hit_52_chamber,hit_52_layer,hit_52_xleft,hit_52_xright,hit_53_chamber,hit_53_layer,hit_53_xleft,hit_53_xright,hit_54_chamber,hit_54_layer,hit_54_xleft,hit_54_xright,hit_55_chamber,hit_55_layer,hit_55_xleft,hit_55_xright,hit_56_chamber,hit_56_layer,hit_56_xleft,hit_56_xright,hit_57_chamber,hit_57_layer,hit_57_xleft,hit_57_xright,hit_58_chamber,hit_58_layer,hit_58_xleft,hit_58_xright,hit_59_chamber,hit_59_layer,hit_59_xleft,hit_59_xright,hit_60_chamber,hit_60_layer,hit_60_xleft,hit_60_xright,hit_61_chamber,hit_61_layer,hit_61_xleft,hit_61_xright,hit_62_chamber,hit_62_layer,hit_62_xleft,hit_62_xright,hit_63_chamber,hit_63_layer,hit_63_xleft,hit_63_xright,hit_64_chamber,hit_64_layer,hit_64_xleft,hit_64_xright,hit_65_chamber,hit_65_layer,hit_65_xleft,hit_65_xright,hit_66_chamber,hit_66_layer,hit_66_xleft,hit_66_xright,hit_67_chamber,hit_67_layer,hit_67_xleft,hit_67_xright,hit_68_chamber,hit_68_layer,hit_68_xleft,hit_68_xright,hit_69_chamber,hit_69_layer,hit_69_xleft,hit_69_xright,hit_70_chamber,hit_70_layer,hit_70_xleft,hit_70_xright,hit_71_chamber,hit_71_layer,hit_71_xleft,hit_71_xright,hit_72_chamber,hit_72_layer,hit_72_xleft,hit_72_xright,hit_73_chamber,hit_73_layer,hit_73_xleft,hit_73_xright,hit_74_chamber,hit_74_layer,hit_74_xleft,hit_74_xright,hit_75_chamber,hit_75_layer,hit_75_xleft,hit_75_xright,hit_76_chamber,hit_76_layer,hit_76_xleft,hit_76_xright,hit_77_chamber,hit_77_layer,hit_77_xleft,hit_77_xright,hit_78_chamber,hit_78_layer,hit_78_xleft,hit_78_xright
4321.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4322.0,13.0,2.0,2.0,119.9,132.1,2.0,3.0,50.01,75.99,2.0,2.0,76.88,91.12,2.0,3.0,134.2,159.8,2.0,1.0,48.17,77.83,2.0,4.0,75.04,92.96,2.0,1.0,97.08,112.9,2.0,4.0,111.5,140.5,2.0,1.0,92.72,117.3,3.0,2.0,39.46,44.54,3.0,4.0,37.53,46.47,3.0,1.0,2.891,39.11,3.0,3.0,3.833,38.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4323.0,8.0,2.0,1.0,56.78,69.22,2.0,3.0,58.17,67.83,2.0,2.0,69.3,98.7,2.0,4.0,68.31,99.69,3.0,2.0,38.83,45.17,3.0,4.0,37.71,46.29,3.0,1.0,3.697,38.3,3.0,3.0,4.012,37.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4324.0,47.0,2.0,1.0,271.8,274.2,2.0,2.0,164.4,171.6,2.0,3.0,396.3,401.7,2.0,1.0,353.2,360.8,2.0,3.0,481.9,484.1,2.0,4.0,166.7,169.3,2.0,2.0,205.4,214.6,2.0,3.0,265.3,280.7,2.0,2.0,332.6,339.4,2.0,3.0,182.0,196.0,2.0,4.0,413.0,427.0,2.0,4.0,201.4,218.6,2.0,3.0,464.1,501.9,2.0,3.0,301.6,328.4,2.0,3.0,507.0,543.0,2.0,4.0,324.8,347.2,2.0,3.0,142.0,152.0,2.0,3.0,420.9,461.1,2.0,4.0,242.6,261.4,2.0,4.0,160.9,175.1,2.0,2.0,199.0,221.0,2.0,1.0,179.3,198.7,2.0,2.0,235.1,268.9,2.0,1.0,132.6,161.4,2.0,4.0,151.8,184.2,2.0,3.0,169.5,208.5,3.0,1.0,104.3,105.7,3.0,4.0,165.5,170.5,3.0,2.0,251.4,252.6,3.0,1.0,18.15,23.85,3.0,3.0,103.8,106.2,3.0,1.0,60.15,65.85,3.0,3.0,186.4,191.6,3.0,3.0,16.76,25.24,3.0,3.0,222.4,239.6,3.0,3.0,62.48,63.52,3.0,2.0,125.6,126.4,3.0,4.0,205.7,214.3,3.0,4.0,116.9,135.1,3.0,2.0,191.0,229.0,3.0,2.0,82.63,85.37,3.0,1.0,134.0,160.0,3.0,2.0,107.4,144.6,3.0,2.0,31.74,52.26,3.0,1.0,127.8,166.2,3.0,4.0,37.8,46.2,3.0,4.0,74.78,93.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4325.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4326.0,6.0,0.0,2.0,619.8,640.2,0.0,3.0,643.0,659.0,0.0,1.0,635.8,666.2,0.0,2.0,658.5,685.5,0.0,4.0,655.8,688.2,1.0,1.0,632.6,669.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4327.0,32.0,0.0,1.0,518.4,531.6,0.0,1.0,383.0,415.0,0.0,3.0,511.6,538.4,0.0,2.0,534.8,557.2,1.0,2.0,584.3,591.7,1.0,1.0,642.9,659.1,1.0,2.0,668.9,675.1,1.0,2.0,615.5,644.5,1.0,4.0,665.6,678.4,2.0,4.0,330.7,341.3,2.0,3.0,266.2,279.8,2.0,4.0,586.5,589.5,2.0,4.0,239.0,265.0,2.0,3.0,310.5,319.5,2.0,3.0,606.1,611.9,2.0,2.0,620.9,639.1,2.0,4.0,573.5,602.5,2.0,1.0,590.0,628.0,3.0,1.0,20.48,21.52,3.0,2.0,83.25,84.75,3.0,4.0,123.5,128.5,3.0,3.0,19.4,22.6,3.0,1.0,139.4,154.6,3.0,2.0,40.09,43.91,3.0,3.0,136.4,157.6,3.0,4.0,33.27,50.73,3.0,2.0,112.6,139.4,3.0,3.0,49.82,76.18,3.0,4.0,68.49,99.51,3.0,2.0,22.27,61.73,3.0,4.0,23.67,60.33,3.0,1.0,44.04,81.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4328.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329.0,10.0,2.0,3.0,562.3,571.7,2.0,4.0,535.2,556.8,2.0,1.0,562.1,571.9,3.0,2.0,250.2,253.8,3.0,2.0,288.9,299.1,3.0,3.0,264.2,281.8,3.0,4.0,278.3,309.7,3.0,3.0,218.1,243.9,3.0,4.0,239.8,264.2,3.0,1.0,256.9,289.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332.0,9.0,0.0,2.0,248.8,255.2,0.0,3.0,265.4,280.6,0.0,1.0,216.0,246.0,0.0,4.0,273.6,314.4,0.0,4.0,230.8,273.2,1.0,3.0,646.4,655.6,1.0,1.0,636.8,665.2,1.0,4.0,656.3,687.7,1.0,2.0,615.2,644.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334.0,1.0,3.0,4.0,444.0,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4335.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341.0,34.0,0.0,3.0,608.3,609.7,0.0,4.0,624.6,635.4,0.0,2.0,671.1,672.9,0.0,1.0,596.4,621.6,0.0,1.0,635.9,666.1,2.0,4.0,164.4,171.6,2.0,4.0,585.1,590.9,2.0,2.0,159.0,177.0,2.0,3.0,437.7,444.3,2.0,3.0,174.9,203.1,2.0,2.0,502.0,506.0,2.0,1.0,607.5,610.5,2.0,1.0,428.1,453.9,2.0,3.0,469.9,496.1,2.0,3.0,599.0,619.0,2.0,4.0,401.1,438.9,2.0,4.0,492.7,515.3,2.0,2.0,572.0,604.0,2.0,2.0,448.6,475.4,3.0,3.0,100.8,109.2,3.0,3.0,186.9,191.1,3.0,1.0,18.55,23.45,3.0,2.0,121.9,130.1,3.0,2.0,206.7,213.3,3.0,4.0,111.8,140.2,3.0,2.0,161.6,174.4,3.0,3.0,16.04,25.96,3.0,1.0,213.7,248.3,3.0,4.0,27.12,56.88,3.0,3.0,136.4,157.6,3.0,4.0,156.3,179.7,3.0,1.0,181.7,196.3,3.0,4.0,194.5,225.5,3.0,2.0,192.6,227.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4342.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343.0,15.0,0.0,2.0,39.51,44.49,1.0,4.0,495.3,512.7,2.0,1.0,61.18,64.82,2.0,1.0,143.0,151.0,2.0,3.0,61.18,64.82,2.0,2.0,164.5,171.5,2.0,1.0,14.47,27.53,2.0,2.0,21.96,62.04,2.0,4.0,23.26,60.74,3.0,3.0,19.72,22.28,3.0,2.0,41.21,42.79,3.0,4.0,40.63,43.37,3.0,4.0,33.13,50.87,3.0,4.0,26.31,57.69,3.0,1.0,43.95,82.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4344.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4345.0,1.0,0.0,4.0,615.3,644.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4346.0,14.0,0.0,3.0,17.2,24.8,0.0,4.0,159.4,176.6,0.0,4.0,26.85,57.15,0.0,2.0,113.5,138.5,1.0,1.0,649.4,652.6,1.0,3.0,605.3,612.7,1.0,4.0,667.9,676.1,1.0,2.0,583.1,592.9,1.0,4.0,614.7,645.3,1.0,2.0,661.7,682.3,1.0,4.0,571.1,604.9,1.0,3.0,633.1,668.9,1.0,1.0,551.4,582.6,3.0,2.0,373.4,382.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4347.0,1.0,2.0,1.0,608.0,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4348.0,10.0,0.0,3.0,564.6,569.4,0.0,1.0,606.7,611.3,0.0,3.0,647.4,654.6,0.0,2.0,542.5,549.5,0.0,2.0,618.1,641.9,0.0,4.0,668.2,675.8,0.0,1.0,507.8,542.2,0.0,4.0,573.7,602.3,0.0,1.0,630.8,671.2,2.0,4.0,187.1,232.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
